,feature,mean,max,min,var
68,pitch_min_2,0.013706188999999999,1.0,0.0,0.00031441080609627913
69,pitch_max_2,0.997435039,1.0,0.006,0.0008036848340684791
70,pitch_var_2,0.07875326474163562,0.2369735713443073,0.0,0.0008902143630800668
71,pitch_min_3,0.012174533999999997,1.0,0.0,0.000249220797882844
72,pitch_max_3,0.9933353569999996,1.0,0.003,0.0020334125026825506
73,pitch_var_3,0.06078780124954653,0.22816124414845645,0.0,0.0008403585608366746
74,pitch_min_4,0.013743917999999994,1.0,0.0,0.00031636768200927595
75,pitch_max_4,0.997027118,1.0,0.016,0.0010196413566140757
76,pitch_var_4,0.07641955920501506,0.23338737475040877,0.0,0.0009212677740421632
77,pitch_min_5,0.012383299,1.0,0.0,0.00026610019087659894
78,pitch_max_5,0.9958120580000002,1.0,0.002,0.0013719005998046366
79,pitch_var_5,0.07041970630210437,0.23691919156224003,0.0,0.0009740259245073966
80,pitch_min_6,0.013282640999999998,1.0,0.0,0.000281971923065119
81,pitch_max_6,0.9964655200000002,1.0,0.007,0.0012749504911295998
82,pitch_var_6,0.0693522797998992,0.23578638137755106,0.0,0.0007835094909106167
83,pitch_min_7,0.013348936999999996,1.0,0.0,0.0002932705839700312
84,pitch_max_7,0.9978012099999998,1.0,0.005,0.0007694651825359001
85,pitch_var_7,0.08158158117657116,0.2408739761678004,0.0,0.0009750012770639091
86,pitch_min_8,0.013027571999999998,1.0,0.0,0.000270596597784816
87,pitch_max_8,0.9958916910000003,1.0,0.008,0.0014700831481605184
88,pitch_var_8,0.06885275720746,0.24202248943905816,0.0,0.0008493361356056375
89,pitch_min_9,0.012990871999999997,1.0,0.0,0.00026987854467961595
90,pitch_max_9,0.9975660260000007,1.0,0.005,0.0009067257525673237
91,pitch_var_9,0.08314304290854993,0.23424915997524812,0.0,0.0009722962335293054
92,pitch_min_10,0.011546376999999995,1.0,0.0,0.000230453895173871
93,pitch_max_10,0.9954040189999995,1.0,0.008,0.001566390403647639
94,pitch_var_10,0.06697217063441405,0.23650156213017753,0.0,0.0008775449771194503
95,pitch_min_11,0.010855926999999998,1.0,0.0,0.0002110468399706709
96,pitch_max_11,0.9970273050000001,1.0,0.003,0.001150836225436975
97,pitch_var_11,0.07798934442921097,0.23659354568367985,0.0,0.0009888403651541126
98,mfcc_1st_0,0.0303299346533513,26.284500000000005,-12.0585,0.024087564425754722
99,mfcc_1st_1,-0.19190575140961294,98.07600000000001,-198.8225,1.1410528335267736
100,mfcc_1st_2,-0.1512765967011197,82.75337499999999,-143.12449999999998,0.8386222451482545
101,mfcc_1st_3,0.4285416769467689,367.262,-173.06050000000002,3.9353130638231546
102,mfcc_1st_4,-0.06715208094027876,47.6158,-78.09500000000001,0.2345908124945395
103,mfcc_1st_5,-0.02245802175038679,132.7625,-200.093,1.3161207580509935
104,mfcc_1st_6,-0.11324472003411697,31.715000000000003,-89.1185,0.26833034404781575
105,mfcc_1st_7,0.16790458420080281,141.32449999999997,-101.65149999999998,0.5436333571621679
106,mfcc_1st_8,0.05032212424429019,42.766999999999996,-24.877999999999997,0.08937089374414507
107,mfcc_1st_9,-0.07364595253106866,54.991749999999996,-95.75699999999999,0.31565402040670415
108,mfcc_1st_10,-0.07175628233838746,64.492625,-98.25849999999998,0.3752575735480081
109,mfcc_1st_11,0.01144666080426303,34.644,-32.28,0.04357866526444402
110,pitch_1st_0,-0.0007506909031346244,0.48224999999999996,-0.5,1.9176674676070075e-05
111,pitch_1st_1,-0.0007658467285210034,0.5,-0.5,1.797262841648504e-05
112,pitch_1st_2,-0.0004513783824838331,0.4725,-0.5,1.6869207246021177e-05
113,pitch_1st_3,-0.0004908399171191607,0.47500000000000003,-0.5,1.6240918510056578e-05
114,pitch_1st_4,-0.00037019088043537684,0.48150000000000004,-0.5,1.6770258447015918e-05
115,pitch_1st_5,-0.0004665208751238929,0.4669999999999999,-0.5,1.74356172964286e-05
116,pitch_1st_6,-0.0004932041468566487,0.492,-0.5,1.6059033461011207e-05
117,pitch_1st_7,-0.0003914698205855819,0.4705,-0.5,1.6815285595858636e-05
118,pitch_1st_8,-0.000487888441233227,0.45649999999999996,-0.5,1.5857837702956536e-05
119,pitch_1st_9,-0.0003646857764214623,0.48500000000000004,-0.5,1.6969278084834277e-05
120,pitch_1st_10,-0.00041324744679929564,0.488,-0.5,1.6178928028559442e-05
121,pitch_1st_11,-0.0004327837129683083,0.5,-0.5,1.605167450250303e-05
122,mfcc_2nd_0,-0.054392535753301566,15.451,-30.819000000000003,0.03631268721682445
123,mfcc_2nd_1,0.2956702918557611,204.88,-91.425,1.5343812181767422
124,mfcc_2nd_2,-0.11472829864616556,161.398,-223.8275,1.3586457651748172
125,mfcc_2nd_3,0.26178943919219505,545.1705,-347.263,3.9107434917481436
126,mfcc_2nd_4,0.07577674671738246,91.53550000000001,-131.48749999999998,0.31207684783207096
127,mfcc_2nd_5,-0.17058464589748998,208.6715,-302.6595,2.344427015242753
128,mfcc_2nd_6,-0.03786382327279873,86.714,-150.8435,0.33856549831121113
129,mfcc_2nd_7,0.11691961120752987,197.7785,-100.74849999999999,0.5223049332656183
130,mfcc_2nd_8,-0.014386430580489098,58.6105,-48.588,0.1098350426265603
131,mfcc_2nd_9,-0.08360980108419529,117.79599999999999,-129.01250000000002,0.4806289948511972
132,mfcc_2nd_10,-0.07041805591734886,92.4685,-169.722,0.5706067003989231
133,mfcc_2nd_11,-0.018082688441447434,70.51249999999999,-41.785000000000004,0.07117506703703157
134,pitch_2nd_0,0.000563194734450123,0.8610000000000001,-1.0,2.876815412694859e-05
135,pitch_2nd_1,0.0005268035110448873,0.9615,-0.7815,2.713753887293263e-05
136,pitch_2nd_2,0.00047264382446366983,0.8999999999999999,-0.882,2.3964375224486664e-05
137,pitch_2nd_3,0.000493176835970008,0.7725,-0.88,2.1804959635625853e-05
138,pitch_2nd_4,0.0004178779195856345,1.0,-0.9715000000000001,2.436404893082239e-05
139,pitch_2nd_5,0.00047096212077140796,0.8725,-0.9904999999999999,2.307551157275064e-05
140,pitch_2nd_6,0.00045794232097233825,0.8165,-0.647,2.103234505852701e-05
141,pitch_2nd_7,0.0004857097685700484,0.867,-0.628,2.589517726724681e-05
142,pitch_2nd_8,0.00046999888379067433,0.935,-0.9155000000000001,2.4115608572472525e-05
143,pitch_2nd_9,0.0003949992394626695,0.73,-0.7925,2.294169938346871e-05
144,pitch_2nd_10,0.0005233120057245354,0.747,-0.9235000000000001,2.3066826723062993e-05
145,pitch_2nd_11,0.00046382987540948505,0.887,-0.7425,2.3352276949288483e-05
